Sales,Product,Date,Region
1662.0,pink morsel,2020-01-05,east
1512.0,pink morsel,2020-01-06,east
1677.0,pink morsel,2020-01-07,east
1767.0,pink morsel,2020-01-08,east
1671.0,pink morsel,2020-01-09,east
1710.0,pink morsel,2020-01-10,east
1722.0,pink morsel,2020-01-11,east
1662.0,pink morsel,2020-01-12,east
1740.0,pink morsel,2020-01-13,east
1566.0,pink morsel,2020-01-14,east
1776.0,pink morsel,2020-01-15,east
1635.0,pink morsel,2020-01-16,east
1665.0,pink morsel,2020-01-17,east
1797.0,pink morsel,2020-01-18,east
1575.0,pink morsel,2020-01-19,east
1581.0,pink morsel,2020-01-20,east
1719.0,pink morsel,2020-01-21,east
1731.0,pink morsel,2020-01-22,east
1575.0,pink morsel,2020-01-23,east
1656.0,pink morsel,2020-01-24,east
1635.0,pink morsel,2020-01-25,east
1716.0,pink morsel,2020-01-26,east
1671.0,pink morsel,2020-01-27,east
1647.0,pink morsel,2020-01-28,east
1740.0,pink morsel,2020-01-29,east
1593.0,pink morsel,2020-01-30,east
1779.0,pink morsel,2020-01-31,east
1677.0,pink morsel,2020-02-01,east
1713.0,pink morsel,2020-02-02,east
1764.0,pink morsel,2020-02-03,east
1659.0,pink morsel,2020-02-04,east
1734.0,pink morsel,2020-02-05,east
1782.0,pink morsel,2020-02-06,east
1698.0,pink morsel,2020-02-07,east
1755.0,pink morsel,2020-02-08,east
1644.0,pink morsel,2020-02-09,east
1776.0,pink morsel,2020-02-10,east
1716.0,pink morsel,2020-02-11,east
1599.0,pink morsel,2020-02-12,east
1659.0,pink morsel,2020-02-13,east
1698.0,pink morsel,2020-02-14,east
1545.0,pink morsel,2020-02-15,east
1605.0,pink morsel,2020-02-16,east
1722.0,pink morsel,2020-02-17,east
1704.0,pink morsel,2020-02-18,east
1689.0,pink morsel,2020-02-19,east
1632.0,pink morsel,2020-02-20,east
1581.0,pink morsel,2020-02-21,east
1632.0,pink morsel,2020-02-22,east
1686.0,pink morsel,2020-02-23,east
1608.0,pink morsel,2020-02-24,east
1566.0,pink morsel,2020-02-25,east
1728.0,pink morsel,2020-02-26,east
1581.0,pink morsel,2020-02-27,east
1590.0,pink morsel,2020-02-28,east
1524.0,pink morsel,2020-02-29,east
1626.0,pink morsel,2020-03-01,east
1572.0,pink morsel,2020-03-02,east
1623.0,pink morsel,2020-03-03,east
1638.0,pink morsel,2020-03-04,east
1530.0,pink morsel,2020-03-05,east
1698.0,pink morsel,2020-03-06,east
1797.0,pink morsel,2020-03-07,east
1599.0,pink morsel,2020-03-08,east
1542.0,pink morsel,2020-03-09,east
1797.0,pink morsel,2020-03-10,east
1662.0,pink morsel,2020-03-11,east
1680.0,pink morsel,2020-03-12,east
1749.0,pink morsel,2020-03-13,east
1755.0,pink morsel,2020-03-14,east
1761.0,pink morsel,2020-03-15,east
1641.0,pink morsel,2020-03-16,east
1794.0,pink morsel,2020-03-17,east
1701.0,pink morsel,2020-03-18,east
1725.0,pink morsel,2020-03-19,east
1677.0,pink morsel,2020-03-20,east
1707.0,pink morsel,2020-03-21,east
1674.0,pink morsel,2020-03-22,east
1593.0,pink morsel,2020-03-23,east
1740.0,pink morsel,2020-03-24,east
1623.0,pink morsel,2020-03-25,east
1749.0,pink morsel,2020-03-26,east
1605.0,pink morsel,2020-03-27,east
1728.0,pink morsel,2020-03-28,east
1518.0,pink morsel,2020-03-29,east
1632.0,pink morsel,2020-03-30,east
1572.0,pink morsel,2020-03-31,east
1587.0,pink morsel,2020-04-01,east
1794.0,pink morsel,2020-04-02,east
1560.0,pink morsel,2020-04-03,east
1722.0,pink morsel,2020-04-04,east
1611.0,pink morsel,2020-04-05,east
1782.0,pink morsel,2020-04-06,east
1500.0,pink morsel,2020-04-07,east
1734.0,pink morsel,2020-04-08,east
1629.0,pink morsel,2020-04-09,east
1503.0,pink morsel,2020-04-10,east
1515.0,pink morsel,2020-04-11,east
1773.0,pink morsel,2020-04-12,east
1698.0,pink morsel,2020-04-13,east
1644.0,pink morsel,2020-04-14,east
1764.0,pink morsel,2020-04-15,east
1644.0,pink morsel,2020-04-16,east
1584.0,pink morsel,2020-04-17,east
1578.0,pink morsel,2020-04-18,east
1716.0,pink morsel,2020-04-19,east
1725.0,pink morsel,2020-04-20,east
1629.0,pink morsel,2020-04-21,east
1569.0,pink morsel,2020-04-22,east
1611.0,pink morsel,2020-04-23,east
1506.0,pink morsel,2020-04-24,east
1755.0,pink morsel,2020-04-25,east
1674.0,pink morsel,2020-04-26,east
1641.0,pink morsel,2020-04-27,east
1581.0,pink morsel,2020-04-28,east
1773.0,pink morsel,2020-04-29,east
1590.0,pink morsel,2020-04-30,east
1641.0,pink morsel,2020-05-01,east
1605.0,pink morsel,2020-05-02,east
1719.0,pink morsel,2020-05-03,east
1578.0,pink morsel,2020-05-04,east
1500.0,pink morsel,2020-05-05,east
1767.0,pink morsel,2020-05-06,east
1557.0,pink morsel,2020-05-07,east
1695.0,pink morsel,2020-05-08,east
1560.0,pink morsel,2020-05-09,east
1656.0,pink morsel,2020-05-10,east
1680.0,pink morsel,2020-05-11,east
1614.0,pink morsel,2020-05-12,east
1701.0,pink morsel,2020-05-13,east
1737.0,pink morsel,2020-05-14,east
1560.0,pink morsel,2020-05-15,east
1509.0,pink morsel,2020-05-16,east
1668.0,pink morsel,2020-05-17,east
1767.0,pink morsel,2020-05-18,east
1515.0,pink morsel,2020-05-19,east
1545.0,pink morsel,2020-05-20,east
1653.0,pink morsel,2020-05-21,east
1569.0,pink morsel,2020-05-22,east
1713.0,pink morsel,2020-05-23,east
1509.0,pink morsel,2020-05-24,east
1563.0,pink morsel,2020-05-25,east
1758.0,pink morsel,2020-05-26,east
1656.0,pink morsel,2020-05-27,east
1533.0,pink morsel,2020-05-28,east
1698.0,pink morsel,2020-05-29,east
1743.0,pink morsel,2020-05-30,east
1791.0,pink morsel,2020-05-31,east
1554.0,pink morsel,2020-06-01,east
1800.0,pink morsel,2020-06-02,east
1545.0,pink morsel,2020-06-03,east
1707.0,pink morsel,2020-06-04,east
1569.0,pink morsel,2020-06-05,east
1704.0,pink morsel,2020-06-06,east
1743.0,pink morsel,2020-06-07,east
1584.0,pink morsel,2020-06-08,east
1572.0,pink morsel,2020-06-09,east
1617.0,pink morsel,2020-06-10,east
1719.0,pink morsel,2020-06-11,east
1575.0,pink morsel,2020-06-12,east
1776.0,pink morsel,2020-06-13,east
1743.0,pink morsel,2020-06-14,east
1674.0,pink morsel,2020-06-15,east
1695.0,pink morsel,2020-06-16,east
1734.0,pink morsel,2020-06-17,east
1743.0,pink morsel,2020-06-18,east
1578.0,pink morsel,2020-06-19,east
1614.0,pink morsel,2020-06-20,east
1725.0,pink morsel,2020-06-21,east
1539.0,pink morsel,2020-06-22,east
1770.0,pink morsel,2020-06-23,east
1791.0,pink morsel,2020-06-24,east
1638.0,pink morsel,2020-06-25,east
1719.0,pink morsel,2020-06-26,east
1578.0,pink morsel,2020-06-27,east
1689.0,pink morsel,2020-06-28,east
1662.0,pink morsel,2020-06-29,east
1668.0,pink morsel,2020-06-30,east
1650.0,pink morsel,2020-07-01,east
1581.0,pink morsel,2020-07-02,east
1584.0,pink morsel,2020-07-03,east
1695.0,pink morsel,2020-07-04,east
1647.0,pink morsel,2020-07-05,east
1569.0,pink morsel,2020-07-06,east
1656.0,pink morsel,2020-07-07,east
1758.0,pink morsel,2020-07-08,east
1596.0,pink morsel,2020-07-09,east
1698.0,pink morsel,2020-07-10,east
1554.0,pink morsel,2020-07-11,east
1773.0,pink morsel,2020-07-12,east
1782.0,pink morsel,2020-07-13,east
1695.0,pink morsel,2020-07-14,east
1647.0,pink morsel,2020-07-15,east
1605.0,pink morsel,2020-07-16,east
1641.0,pink morsel,2020-07-17,east
1749.0,pink morsel,2020-07-18,east
1674.0,pink morsel,2020-07-19,east
1638.0,pink morsel,2020-07-20,east
1689.0,pink morsel,2020-07-21,east
1668.0,pink morsel,2020-07-22,east
1758.0,pink morsel,2020-07-23,east
1575.0,pink morsel,2020-07-24,east
1611.0,pink morsel,2020-07-25,east
1575.0,pink morsel,2020-07-26,east
1530.0,pink morsel,2020-07-27,east
1608.0,pink morsel,2020-07-28,east
1773.0,pink morsel,2020-07-29,east
1596.0,pink morsel,2020-07-30,east
1533.0,pink morsel,2020-07-31,east
1680.0,pink morsel,2020-08-01,east
1623.0,pink morsel,2020-08-02,east
1503.0,pink morsel,2020-08-03,east
1602.0,pink morsel,2020-08-04,east
1653.0,pink morsel,2020-08-05,east
1509.0,pink morsel,2020-08-06,east
1641.0,pink morsel,2020-08-07,east
1716.0,pink morsel,2020-08-08,east
1734.0,pink morsel,2020-08-09,east
1647.0,pink morsel,2020-08-10,east
1551.0,pink morsel,2020-08-11,east
1704.0,pink morsel,2020-08-12,east
1701.0,pink morsel,2020-08-13,east
1716.0,pink morsel,2020-08-14,east
1560.0,pink morsel,2020-08-15,east
1629.0,pink morsel,2020-08-16,east
1698.0,pink morsel,2020-08-17,east
1692.0,pink morsel,2020-08-18,east
1674.0,pink morsel,2020-08-19,east
1515.0,pink morsel,2020-08-20,east
1521.0,pink morsel,2020-08-21,east
1791.0,pink morsel,2020-08-22,east
1593.0,pink morsel,2020-08-23,east
1755.0,pink morsel,2020-08-24,east
1605.0,pink morsel,2020-08-25,east
1758.0,pink morsel,2020-08-26,east
1551.0,pink morsel,2020-08-27,east
1554.0,pink morsel,2020-08-28,east
1593.0,pink morsel,2020-08-29,east
1713.0,pink morsel,2020-08-30,east
1623.0,pink morsel,2020-08-31,east
1539.0,pink morsel,2020-09-01,east
1671.0,pink morsel,2020-09-02,east
1581.0,pink morsel,2020-09-03,east
1569.0,pink morsel,2020-09-04,east
1563.0,pink morsel,2020-09-05,east
1794.0,pink morsel,2020-09-06,east
1608.0,pink morsel,2020-09-07,east
1539.0,pink morsel,2020-09-08,east
1551.0,pink morsel,2020-09-09,east
1596.0,pink morsel,2020-09-10,east
1611.0,pink morsel,2020-09-11,east
1599.0,pink morsel,2020-09-12,east
1554.0,pink morsel,2020-09-13,east
1788.0,pink morsel,2020-09-14,east
1620.0,pink morsel,2020-09-15,east
1710.0,pink morsel,2020-09-16,east
1596.0,pink morsel,2020-09-17,east
1701.0,pink morsel,2020-09-18,east
1737.0,pink morsel,2020-09-19,east
1590.0,pink morsel,2020-09-20,east
1776.0,pink morsel,2020-09-21,east
1539.0,pink morsel,2020-09-22,east
1734.0,pink morsel,2020-09-23,east
1560.0,pink morsel,2020-09-24,east
1743.0,pink morsel,2020-09-25,east
1521.0,pink morsel,2020-09-26,east
1626.0,pink morsel,2020-09-27,east
1599.0,pink morsel,2020-09-28,east
1551.0,pink morsel,2020-09-29,east
1509.0,pink morsel,2020-09-30,east
1785.0,pink morsel,2020-10-01,east
1785.0,pink morsel,2020-10-02,east
1599.0,pink morsel,2020-10-03,east
1500.0,pink morsel,2020-10-04,east
1662.0,pink morsel,2020-10-05,east
1779.0,pink morsel,2020-10-06,east
1629.0,pink morsel,2020-10-07,east
1662.0,pink morsel,2020-10-08,east
1656.0,pink morsel,2020-10-09,east
1671.0,pink morsel,2020-10-10,east
1674.0,pink morsel,2020-10-11,east
1653.0,pink morsel,2020-10-12,east
1515.0,pink morsel,2020-10-13,east
1584.0,pink morsel,2020-10-14,east
1716.0,pink morsel,2020-10-15,east
1515.0,pink morsel,2020-10-16,east
1509.0,pink morsel,2020-10-17,east
1578.0,pink morsel,2020-10-18,east
1554.0,pink morsel,2020-10-19,east
1758.0,pink morsel,2020-10-20,east
1722.0,pink morsel,2020-10-21,east
1710.0,pink morsel,2020-10-22,east
1635.0,pink morsel,2020-10-23,east
1707.0,pink morsel,2020-10-24,east
1605.0,pink morsel,2020-10-25,east
1656.0,pink morsel,2020-10-26,east
1683.0,pink morsel,2020-10-27,east
1644.0,pink morsel,2020-10-28,east
1557.0,pink morsel,2020-10-29,east
1776.0,pink morsel,2020-10-30,east
1755.0,pink morsel,2020-10-31,east
1770.0,pink morsel,2020-11-01,east
1740.0,pink morsel,2020-11-02,east
1746.0,pink morsel,2020-11-03,east
1545.0,pink morsel,2020-11-04,east
1686.0,pink morsel,2020-11-05,east
1659.0,pink morsel,2020-11-06,east
1587.0,pink morsel,2020-11-07,east
1581.0,pink morsel,2020-11-08,east
1593.0,pink morsel,2020-11-09,east
1695.0,pink morsel,2020-11-10,east
1731.0,pink morsel,2020-11-11,east
1686.0,pink morsel,2020-11-12,east
1677.0,pink morsel,2020-11-13,east
1602.0,pink morsel,2020-11-14,east
1794.0,pink morsel,2020-11-15,east
1626.0,pink morsel,2020-11-16,east
1734.0,pink morsel,2020-11-17,east
1752.0,pink morsel,2020-11-18,east
1635.0,pink morsel,2020-11-19,east
1527.0,pink morsel,2020-11-20,east
1623.0,pink morsel,2020-11-21,east
1656.0,pink morsel,2020-11-22,east
1641.0,pink morsel,2020-11-23,east
1743.0,pink morsel,2020-11-24,east
1791.0,pink morsel,2020-11-25,east
1665.0,pink morsel,2020-11-26,east
1680.0,pink morsel,2020-11-27,east
1719.0,pink morsel,2020-11-28,east
1647.0,pink morsel,2020-11-29,east
1614.0,pink morsel,2020-11-30,east
1620.0,pink morsel,2020-12-01,east
1737.0,pink morsel,2020-12-02,east
1746.0,pink morsel,2020-12-03,east
1518.0,pink morsel,2020-12-04,east
1722.0,pink morsel,2020-12-05,east
1566.0,pink morsel,2020-12-06,east
1596.0,pink morsel,2020-12-07,east
1800.0,pink morsel,2020-12-08,east
1584.0,pink morsel,2020-12-09,east
1569.0,pink morsel,2020-12-10,east
1650.0,pink morsel,2020-12-11,east
1623.0,pink morsel,2020-12-12,east
1683.0,pink morsel,2020-12-13,east
1548.0,pink morsel,2020-12-14,east
1578.0,pink morsel,2020-12-15,east
1581.0,pink morsel,2020-12-16,east
1677.0,pink morsel,2020-12-17,east
1794.0,pink morsel,2020-12-18,east
1575.0,pink morsel,2020-12-19,east
1614.0,pink morsel,2020-12-20,east
1599.0,pink morsel,2020-12-21,east
1722.0,pink morsel,2020-12-22,east
1785.0,pink morsel,2020-12-23,east
1563.0,pink morsel,2020-12-24,east
1797.0,pink morsel,2020-12-25,east
1698.0,pink morsel,2020-12-26,east
1770.0,pink morsel,2020-12-27,east
1758.0,pink morsel,2020-12-28,east
1614.0,pink morsel,2020-12-29,east
1584.0,pink morsel,2020-12-30,east
1770.0,pink morsel,2020-12-31,east
1671.0,pink morsel,2021-01-01,east
1584.0,pink morsel,2021-01-02,east
1677.0,pink morsel,2021-01-03,east
1731.0,pink morsel,2021-01-04,east
1683.0,pink morsel,2021-01-05,east
1638.0,pink morsel,2021-01-06,east
1596.0,pink morsel,2021-01-07,east
1662.0,pink morsel,2021-01-08,east
1743.0,pink morsel,2021-01-09,east
1512.0,pink morsel,2021-01-10,east
1536.0,pink morsel,2021-01-11,east
1539.0,pink morsel,2021-01-12,east
1779.0,pink morsel,2021-01-13,east
1614.0,pink morsel,2021-01-14,east
2180.0,pink morsel,2021-01-15,east
2340.0,pink morsel,2021-01-16,east
2105.0,pink morsel,2021-01-17,east
2125.0,pink morsel,2021-01-18,east
2340.0,pink morsel,2021-01-19,east
2070.0,pink morsel,2021-01-20,east
2245.0,pink morsel,2021-01-21,east
2010.0,pink morsel,2021-01-22,east
2420.0,pink morsel,2021-01-23,east
2255.0,pink morsel,2021-01-24,east
2200.0,pink morsel,2021-01-25,east
2165.0,pink morsel,2021-01-26,east
2060.0,pink morsel,2021-01-27,east
2285.0,pink morsel,2021-01-28,east
2465.0,pink morsel,2021-01-29,east
2370.0,pink morsel,2021-01-30,east
2215.0,pink morsel,2021-01-31,east
2290.0,pink morsel,2021-02-01,east
2430.0,pink morsel,2021-02-02,east
2110.0,pink morsel,2021-02-03,east
2300.0,pink morsel,2021-02-04,east
2215.0,pink morsel,2021-02-05,east
2095.0,pink morsel,2021-02-06,east
2080.0,pink morsel,2021-02-07,east
2085.0,pink morsel,2021-02-08,east
2455.0,pink morsel,2021-02-09,east
2045.0,pink morsel,2021-02-10,east
2085.0,pink morsel,2021-02-11,east
2230.0,pink morsel,2021-02-12,east
2105.0,pink morsel,2021-02-13,east
2285.0,pink morsel,2021-02-14,east
2265.0,pink morsel,2021-02-15,east
2180.0,pink morsel,2021-02-16,east
2350.0,pink morsel,2021-02-17,east
2480.0,pink morsel,2021-02-18,east
2050.0,pink morsel,2021-02-19,east
2420.0,pink morsel,2021-02-20,east
2170.0,pink morsel,2021-02-21,east
2200.0,pink morsel,2021-02-22,east
2055.0,pink morsel,2021-02-23,east
2235.0,pink morsel,2021-02-24,east
2300.0,pink morsel,2021-02-25,east
2270.0,pink morsel,2021-02-26,east
2150.0,pink morsel,2021-02-27,east
2290.0,pink morsel,2021-02-28,east
2185.0,pink morsel,2021-03-01,east
2215.0,pink morsel,2021-03-02,east
2025.0,pink morsel,2021-03-03,east
2205.0,pink morsel,2021-03-04,east
2045.0,pink morsel,2021-03-05,east
2305.0,pink morsel,2021-03-06,east
2350.0,pink morsel,2021-03-07,east
2475.0,pink morsel,2021-03-08,east
2180.0,pink morsel,2021-03-09,east
2005.0,pink morsel,2021-03-10,east
2065.0,pink morsel,2021-03-11,east
2490.0,pink morsel,2021-03-12,east
2305.0,pink morsel,2021-03-13,east
2300.0,pink morsel,2021-03-14,east
2390.0,pink morsel,2021-03-15,east
2235.0,pink morsel,2021-03-16,east
2480.0,pink morsel,2021-03-17,east
2115.0,pink morsel,2021-03-18,east
2340.0,pink morsel,2021-03-19,east
2325.0,pink morsel,2021-03-20,east
2110.0,pink morsel,2021-03-21,east
2450.0,pink morsel,2021-03-22,east
2155.0,pink morsel,2021-03-23,east
2080.0,pink morsel,2021-03-24,east
2130.0,pink morsel,2021-03-25,east
2210.0,pink morsel,2021-03-26,east
2145.0,pink morsel,2021-03-27,east
2355.0,pink morsel,2021-03-28,east
2025.0,pink morsel,2021-03-29,east
2410.0,pink morsel,2021-03-30,east
2440.0,pink morsel,2021-03-31,east
2480.0,pink morsel,2021-04-01,east
2480.0,pink morsel,2021-04-02,east
2175.0,pink morsel,2021-04-03,east
2165.0,pink morsel,2021-04-04,east
2150.0,pink morsel,2021-04-05,east
2255.0,pink morsel,2021-04-06,east
2120.0,pink morsel,2021-04-07,east
2400.0,pink morsel,2021-04-08,east
2245.0,pink morsel,2021-04-09,east
2065.0,pink morsel,2021-04-10,east
2425.0,pink morsel,2021-04-11,east
2080.0,pink morsel,2021-04-12,east
2195.0,pink morsel,2021-04-13,east
2485.0,pink morsel,2021-04-14,east
2050.0,pink morsel,2021-04-15,east
2115.0,pink morsel,2021-04-16,east
2415.0,pink morsel,2021-04-17,east
2405.0,pink morsel,2021-04-18,east
2175.0,pink morsel,2021-04-19,east
2110.0,pink morsel,2021-04-20,east
2095.0,pink morsel,2021-04-21,east
2480.0,pink morsel,2021-04-22,east
2065.0,pink morsel,2021-04-23,east
2345.0,pink morsel,2021-04-24,east
2340.0,pink morsel,2021-04-25,east
2295.0,pink morsel,2021-04-26,east
2245.0,pink morsel,2021-04-27,east
2285.0,pink morsel,2021-04-28,east
2110.0,pink morsel,2021-04-29,east
2050.0,pink morsel,2021-04-30,east
2110.0,pink morsel,2021-05-01,east
2460.0,pink morsel,2021-05-02,east
2455.0,pink morsel,2021-05-03,east
2415.0,pink morsel,2021-05-04,east
2330.0,pink morsel,2021-05-05,east
2140.0,pink morsel,2021-05-06,east
2125.0,pink morsel,2021-05-07,east
2200.0,pink morsel,2021-05-08,east
2045.0,pink morsel,2021-05-09,east
2325.0,pink morsel,2021-05-10,east
2175.0,pink morsel,2021-05-11,east
2025.0,pink morsel,2021-05-12,east
2010.0,pink morsel,2021-05-13,east
2140.0,pink morsel,2021-05-14,east
2020.0,pink morsel,2021-05-15,east
2080.0,pink morsel,2021-05-16,east
2220.0,pink morsel,2021-05-17,east
2270.0,pink morsel,2021-05-18,east
2175.0,pink morsel,2021-05-19,east
2055.0,pink morsel,2021-05-20,east
2025.0,pink morsel,2021-05-21,east
2420.0,pink morsel,2021-05-22,east
2045.0,pink morsel,2021-05-23,east
2105.0,pink morsel,2021-05-24,east
2295.0,pink morsel,2021-05-25,east
2040.0,pink morsel,2021-05-26,east
2345.0,pink morsel,2021-05-27,east
2280.0,pink morsel,2021-05-28,east
2005.0,pink morsel,2021-05-29,east
2485.0,pink morsel,2021-05-30,east
2220.0,pink morsel,2021-05-31,east
2055.0,pink morsel,2021-06-01,east
2005.0,pink morsel,2021-06-02,east
2375.0,pink morsel,2021-06-03,east
2315.0,pink morsel,2021-06-04,east
2245.0,pink morsel,2021-06-05,east
2450.0,pink morsel,2021-06-06,east
2360.0,pink morsel,2021-06-07,east
2450.0,pink morsel,2021-06-08,east
2365.0,pink morsel,2021-06-09,east
2500.0,pink morsel,2021-06-10,east
2300.0,pink morsel,2021-06-11,east
2270.0,pink morsel,2021-06-12,east
2135.0,pink morsel,2021-06-13,east
2460.0,pink morsel,2021-06-14,east
2125.0,pink morsel,2021-06-15,east
2145.0,pink morsel,2021-06-16,east
2060.0,pink morsel,2021-06-17,east
2285.0,pink morsel,2021-06-18,east
2430.0,pink morsel,2021-06-19,east
2230.0,pink morsel,2021-06-20,east
2105.0,pink morsel,2021-06-21,east
2095.0,pink morsel,2021-06-22,east
2240.0,pink morsel,2021-06-23,east
2060.0,pink morsel,2021-06-24,east
2030.0,pink morsel,2021-06-25,east
2145.0,pink morsel,2021-06-26,east
2195.0,pink morsel,2021-06-27,east
2050.0,pink morsel,2021-06-28,east
2280.0,pink morsel,2021-06-29,east
2490.0,pink morsel,2021-06-30,east
2205.0,pink morsel,2021-07-01,east
2500.0,pink morsel,2021-07-02,east
2090.0,pink morsel,2021-07-03,east
2110.0,pink morsel,2021-07-04,east
2330.0,pink morsel,2021-07-05,east
2235.0,pink morsel,2021-07-06,east
2315.0,pink morsel,2021-07-07,east
2375.0,pink morsel,2021-07-08,east
2015.0,pink morsel,2021-07-09,east
2040.0,pink morsel,2021-07-10,east
2260.0,pink morsel,2021-07-11,east
2250.0,pink morsel,2021-07-12,east
2265.0,pink morsel,2021-07-13,east
2280.0,pink morsel,2021-07-14,east
2255.0,pink morsel,2021-07-15,east
2035.0,pink morsel,2021-07-16,east
2345.0,pink morsel,2021-07-17,east
2175.0,pink morsel,2021-07-18,east
2040.0,pink morsel,2021-07-19,east
2445.0,pink morsel,2021-07-20,east
2200.0,pink morsel,2021-07-21,east
2205.0,pink morsel,2021-07-22,east
2390.0,pink morsel,2021-07-23,east
2360.0,pink morsel,2021-07-24,east
2155.0,pink morsel,2021-07-25,east
2360.0,pink morsel,2021-07-26,east
2080.0,pink morsel,2021-07-27,east
2010.0,pink morsel,2021-07-28,east
2235.0,pink morsel,2021-07-29,east
2155.0,pink morsel,2021-07-30,east
2150.0,pink morsel,2021-07-31,east
2055.0,pink morsel,2021-08-01,east
2200.0,pink morsel,2021-08-02,east
2250.0,pink morsel,2021-08-03,east
2450.0,pink morsel,2021-08-04,east
2130.0,pink morsel,2021-08-05,east
2470.0,pink morsel,2021-08-06,east
2310.0,pink morsel,2021-08-07,east
2360.0,pink morsel,2021-08-08,east
2240.0,pink morsel,2021-08-09,east
2075.0,pink morsel,2021-08-10,east
2345.0,pink morsel,2021-08-11,east
2430.0,pink morsel,2021-08-12,east
2480.0,pink morsel,2021-08-13,east
2330.0,pink morsel,2021-08-14,east
2470.0,pink morsel,2021-08-15,east
2120.0,pink morsel,2021-08-16,east
2360.0,pink morsel,2021-08-17,east
2325.0,pink morsel,2021-08-18,east
2225.0,pink morsel,2021-08-19,east
2315.0,pink morsel,2021-08-20,east
2050.0,pink morsel,2021-08-21,east
2075.0,pink morsel,2021-08-22,east
2210.0,pink morsel,2021-08-23,east
2265.0,pink morsel,2021-08-24,east
2000.0,pink morsel,2021-08-25,east
2470.0,pink morsel,2021-08-26,east
2140.0,pink morsel,2021-08-27,east
2230.0,pink morsel,2021-08-28,east
2445.0,pink morsel,2021-08-29,east
2160.0,pink morsel,2021-08-30,east
2165.0,pink morsel,2021-08-31,east
2120.0,pink morsel,2021-09-01,east
2085.0,pink morsel,2021-09-02,east
2020.0,pink morsel,2021-09-03,east
2020.0,pink morsel,2021-09-04,east
2045.0,pink morsel,2021-09-05,east
2335.0,pink morsel,2021-09-06,east
2270.0,pink morsel,2021-09-07,east
2480.0,pink morsel,2021-09-08,east
2345.0,pink morsel,2021-09-09,east
2015.0,pink morsel,2021-09-10,east
2000.0,pink morsel,2021-09-11,east
2450.0,pink morsel,2021-09-12,east
2490.0,pink morsel,2021-09-13,east
2280.0,pink morsel,2021-09-14,east
2425.0,pink morsel,2021-09-15,east
2115.0,pink morsel,2021-09-16,east
2365.0,pink morsel,2021-09-17,east
2425.0,pink morsel,2021-09-18,east
2390.0,pink morsel,2021-09-19,east
2150.0,pink morsel,2021-09-20,east
2445.0,pink morsel,2021-09-21,east
2310.0,pink morsel,2021-09-22,east
2485.0,pink morsel,2021-09-23,east
2195.0,pink morsel,2021-09-24,east
2345.0,pink morsel,2021-09-25,east
2150.0,pink morsel,2021-09-26,east
2090.0,pink morsel,2021-09-27,east
2435.0,pink morsel,2021-09-28,east
2140.0,pink morsel,2021-09-29,east
2020.0,pink morsel,2021-09-30,east
2345.0,pink morsel,2021-10-01,east
2000.0,pink morsel,2021-10-02,east
2165.0,pink morsel,2021-10-03,east
2240.0,pink morsel,2021-10-04,east
2145.0,pink morsel,2021-10-05,east
2120.0,pink morsel,2021-10-06,east
2160.0,pink morsel,2021-10-07,east
2085.0,pink morsel,2021-10-08,east
2065.0,pink morsel,2021-10-09,east
2335.0,pink morsel,2021-10-10,east
2195.0,pink morsel,2021-10-11,east
2065.0,pink morsel,2021-10-12,east
2125.0,pink morsel,2021-10-13,east
2330.0,pink morsel,2021-10-14,east
2310.0,pink morsel,2021-10-15,east
2395.0,pink morsel,2021-10-16,east
2250.0,pink morsel,2021-10-17,east
2005.0,pink morsel,2021-10-18,east
2220.0,pink morsel,2021-10-19,east
2290.0,pink morsel,2021-10-20,east
2015.0,pink morsel,2021-10-21,east
2180.0,pink morsel,2021-10-22,east
2095.0,pink morsel,2021-10-23,east
2305.0,pink morsel,2021-10-24,east
2255.0,pink morsel,2021-10-25,east
2250.0,pink morsel,2021-10-26,east
2450.0,pink morsel,2021-10-27,east
2315.0,pink morsel,2021-10-28,east
2435.0,pink morsel,2021-10-29,east
2060.0,pink morsel,2021-10-30,east
2395.0,pink morsel,2021-10-31,east
2415.0,pink morsel,2021-11-01,east
2195.0,pink morsel,2021-11-02,east
2085.0,pink morsel,2021-11-03,east
2105.0,pink morsel,2021-11-04,east
2330.0,pink morsel,2021-11-05,east
2455.0,pink morsel,2021-11-06,east
2215.0,pink morsel,2021-11-07,east
2140.0,pink morsel,2021-11-08,east
2435.0,pink morsel,2021-11-09,east
2025.0,pink morsel,2021-11-10,east
2035.0,pink morsel,2021-11-11,east
2045.0,pink morsel,2021-11-12,east
2345.0,pink morsel,2021-11-13,east
2495.0,pink morsel,2021-11-14,east
2155.0,pink morsel,2021-11-15,east
2315.0,pink morsel,2021-11-16,east
2290.0,pink morsel,2021-11-17,east
2105.0,pink morsel,2021-11-18,east
2345.0,pink morsel,2021-11-19,east
2460.0,pink morsel,2021-11-20,east
2190.0,pink morsel,2021-11-21,east
2200.0,pink morsel,2021-11-22,east
2280.0,pink morsel,2021-11-23,east
2020.0,pink morsel,2021-11-24,east
2445.0,pink morsel,2021-11-25,east
2015.0,pink morsel,2021-11-26,east
2145.0,pink morsel,2021-11-27,east
2390.0,pink morsel,2021-11-28,east
2170.0,pink morsel,2021-11-29,east
2480.0,pink morsel,2021-11-30,east
2100.0,pink morsel,2021-12-01,east
2460.0,pink morsel,2021-12-02,east
2125.0,pink morsel,2021-12-03,east
